light_volt,loop_time
2.5350000858306885,109.0
2.5439999103546143,109.0
2.559000015258789,109.0
2.565000057220459,109.0
2.568000078201294,109.0
2.555999994277954,110.0
2.546999931335449,109.0
2.5410001277923584,109.0
2.5380001068115234,109.0
2.5410001277923584,109.0
2.5439999103546143,109.0
2.559000015258789,109.0
2.4809999465942383,109.0
2.502000093460083,109.0
2.5859999656677246,109.0
1.2690000534057617,110.0
1.1759999990463257,109.0
1.6050000190734863,109.0
2.5410001277923584,110.0
2.546999931335449,109.0
2.552999973297119,109.0
2.562000036239624,109.0
1.0830000638961792,109.0
1.0529999732971191,110.0
1.274999976158142,109.0
2.577000141143799,109.0
2.571000099182129,109.0
2.562000036239624,109.0
2.559000015258789,109.0
1.3769999742507935,109.0
0.9900000095367432,109.0
1.065000057220459,110.0
2.559000015258789,109.0
2.571000099182129,109.0
2.5799999237060547,109.0
2.5859999656677246,110.0
1.5570000410079956,109.0
1.1970000267028809,109.0
2.4630000591278076,109.0
2.5439999103546143,109.0
2.546999931335449,109.0
2.565000057220459,109.0
1.274999976158142,109.0
1.430999994277954,109.0
2.568000078201294,109.0
2.5829999446868896,110.0
2.5889999866485596,109.0
1.2239999771118164,110.0
1.190999984741211,109.0
2.5439999103546143,109.0
2.549999952316284,109.0
2.555999994277954,109.0
2.328000068664551,109.0
1.034999966621399,109.0
1.0290000438690186,109.0
1.0410000085830688,110.0
2.502000093460083,109.0
2.571000099182129,109.0
2.562000036239624,109.0
2.555999994277954,109.0
2.549999952316284,109.0
2.546999931335449,109.0
2.549999952316284,109.0
2.555999994277954,109.0
2.562000036239624,109.0
2.568000078201294,109.0
2.5829999446868896,110.0
2.5829999446868896,109.0
2.577000141143799,109.0
2.568000078201294,109.0
2.546999931335449,110.0
2.546999931335449,109.0
2.549999952316284,109.0
2.555999994277954,109.0
2.562000036239624,109.0
2.574000120162964,109.0
1.5119999647140503,109.0
2.574000120162964,109.0
2.5829999446868896,109.0
2.5799999237060547,109.0
2.562000036239624,110.0
1.7070000171661377,109.0
1.1039999723434448,109.0
1.7580000162124634,109.0
2.546999931335449,109.0
2.555999994277954,109.0
2.565000057220459,109.0
2.5799999237060547,109.0
1.2540000677108765,110.0
1.2630000114440918,109.0
2.565000057220459,109.0
2.559000015258789,109.0
2.549999952316284,109.0
2.552999973297119,109.0
1.2569999694824219,109.0
1.0140000581741333,109.0
2.5380001068115234,109.0
2.552999973297119,109.0
2.565000057220459,109.0
2.5829999446868896,109.0
1.190999984741211,109.0
1.0740000009536743,109.0
2.574000120162964,109.0
2.568000078201294,109.0
2.549999952316284,110.0
2.427000045776367,109.0
1.2360000610351562,109.0
1.8000000715255737,109.0
2.565000057220459,110.0
2.574000120162964,109.0
2.5829999446868896,109.0
2.5320000648498535,109.0
1.2300000190734863,109.0
1.3259999752044678,109.0
2.552999973297119,109.0
2.546999931335449,109.0
2.549999952316284,109.0
2.240999937057495,109.0
1.2360000610351562,109.0
2.4630000591278076,109.0
2.559000015258789,109.0
2.568000078201294,109.0
2.5889999866485596,110.0
1.590000033378601,109.0
1.2690000534057617,110.0
2.5410001277923584,109.0
2.5439999103546143,109.0
2.5439999103546143,109.0
2.549999952316284,109.0
2.555999994277954,109.0
2.562000036239624,109.0
2.568000078201294,109.0
2.5799999237060547,110.0
2.5799999237060547,109.0
2.555999994277954,110.0
2.546999931335449,109.0
2.5439999103546143,109.0
2.5439999103546143,109.0
2.549999952316284,109.0
2.552999973297119,109.0
2.562000036239624,109.0
2.562000036239624,109.0
2.5439999103546143,109.0
2.5439999103546143,109.0
2.5350000858306885,109.0
1.3530000448226929,109.0
1.0470000505447388,109.0
1.0679999589920044,109.0
0.9449999928474426,110.0
1.7130000591278076,109.0
2.4210000038146973,109.0
2.441999912261963,109.0
2.4509999752044678,109.0
2.4600000381469727,109.0
2.4690001010894775,110.0
2.4660000801086426,109.0
2.439000129699707,110.0
2.433000087738037,109.0
2.433000087738037,109.0
2.436000108718872,109.0
2.441999912261963,109.0
2.447999954223633,109.0
2.4539999961853027,109.0
2.4630000591278076,109.0
2.4690001010894775,109.0
2.4630000591278076,110.0
